clientid,name,Publisher taxonomyid,Publisher taxonomytext,globaltaxonomyid,Global taxonomytext,dist,,total:,673,,accurate:,423,,near:,123,,far:,127
303,OfficeDepot,3129944,Technology|Cameras & Camcorders|Camera Accessories|Protectants & Cleaners,151392,Electronics|Electronics Accessories|Electronics Cleaners|Camera Cleaners,near,,,,,,,,,,,,
303,OfficeDepot,3130008,Technology|Data Storage & Media|DVD/CD Cleaner & Repair Kits,151391,Electronics|Electronics Accessories|Electronics Cleaners|Audio & Video Cleaners,near,,,,,,,,,,,,
303,OfficeDepot,3130009,Technology|Data Storage & Media|DVD/CD Cleaner & Repair Kits|DVD/CD Cleaner & Repair Kits,151391,Electronics|Electronics Accessories|Electronics Cleaners|Audio & Video Cleaners,near,,,,,,,,,,,,
303,OfficeDepot,3129847,Private Brand|Computer & Tablet Accessories|Cleaning Equipment & Kits,151390,Electronics|Electronics Accessories|Electronics Cleaners,far,,,,,,,,,,,,
303,OfficeDepot,3131654,Private Brand|Computer & Tablet Accessories|Cleaning Equipment & Kits|Cleaning Equipment & Kits,151390,Electronics|Electronics Accessories|Electronics Cleaners,far,,,,,,,,,,,,
303,OfficeDepot,3129980,Technology|Computer & Tablet Accessories|Cleaning Equipment & Kits,151390,Electronics|Electronics Accessories|Electronics Cleaners,far,,,,,,,,,,,,
303,OfficeDepot,3129981,Technology|Computer & Tablet Accessories|Cleaning Equipment & Kits|Cleaning Equipment & Kits,151390,Electronics|Electronics Accessories|Electronics Cleaners,far,,,,,,,,,,,,
303,OfficeDepot,3130715,Technology|Phones & Accessories|Phone Accessories|Phone Cleaning Wipes,151390,Electronics|Electronics Accessories|Electronics Cleaners,far,,,,,,,,,,,,
303,OfficeDepot,3130121,Technology|Phones & Accessories|Phone Accessories|Phone Cords,151389,Electronics|Electronics Accessories|Cables|Telephone Cables,near,,,,,,,,,,,,
303,OfficeDepot,3130036,Technology|Networking & Cables|Cables|Power Cables,151388,Electronics|Electronics Accessories|Cables|System & Power Cables,,,,,,,,,,,,,
303,OfficeDepot,3130575,Technology|Networking & Cables|Cables|Serial Cables,151381,Electronics|Electronics Accessories|Cables|Network Cables|Serial Cables,,,,,,,,,,,,,
303,OfficeDepot,3130035,Technology|Networking & Cables|Cables|Ethernet Cables,151380,Electronics|Electronics Accessories|Cables|Network Cables|Ethernet Cables,,,,,,,,,,,,,
303,OfficeDepot,3130042,Technology|Networking & Cables|KVM Switches & Accessories|KVM Cables/Accessories,151378,Electronics|Electronics Accessories|Cables|KVM Cables,,,,,,,,,,,,,
303,OfficeDepot,3130037,Technology|Networking & Cables|Cables|USB Cables,151376,Electronics|Electronics Accessories|Cables|Data Transfer Cables|USB Cables,,,,,,,,,,,,,
303,OfficeDepot,3131370,Technology|Networking & Cables|Cables|Storage Device Cables,151374,Electronics|Electronics Accessories|Cables|Data Transfer Cables,near,,,,,,,,,,,,
303,OfficeDepot,3129678,Technology|Printer Accessories|Printer Cables,151374,Electronics|Electronics Accessories|Cables|Data Transfer Cables,near,,,,,,,,,,,,
303,OfficeDepot,3129679,Technology|Printer Accessories|Printer Cables|Printer Cables,151374,Electronics|Electronics Accessories|Cables|Data Transfer Cables,near,,,,,,,,,,,,
303,OfficeDepot,3130034,Technology|Networking & Cables|Cables|HDMI Cables,151370,Electronics|Electronics Accessories|Cables|Audio & Video Cables|HDMI Cables,,,,,,,,,,,,,
303,OfficeDepot,3130663,Technology|Audio|Audio Accessories & Media|Audio Cables & Adapters,151368,Electronics|Electronics Accessories|Cables|Audio & Video Cables,,,,,,,,,,,,,
303,OfficeDepot,3131365,Technology|Networking & Cables|Cables|Audio Cables,151368,Electronics|Electronics Accessories|Cables|Audio & Video Cables,,,,,,,,,,,,,
303,OfficeDepot,3131368,Technology|Networking & Cables|Cables|Photo / Video Cables,151368,Electronics|Electronics Accessories|Cables|Audio & Video Cables,,,,,,,,,,,,,
303,OfficeDepot,3131354,Private Brand|Networking & Cables|Cables|Computer Cables,151367,Electronics|Electronics Accessories|Cables,,,,,,,,,,,,,
303,OfficeDepot,3130032,Technology|Networking & Cables|Cables,151367,Electronics|Electronics Accessories|Cables,,,,,,,,,,,,,
303,OfficeDepot,3131366,Technology|Networking & Cables|Cables|Computer Cables,151367,Electronics|Electronics Accessories|Cables,,,,,,,,,,,,,
303,OfficeDepot,3131367,Technology|Networking & Cables|Cables|Peripheral Device Cables,151367,Electronics|Electronics Accessories|Cables,,,,,,,,,,,,,
303,OfficeDepot,3131369,Technology|Networking & Cables|Cables|Portable Device Cables,151367,Electronics|Electronics Accessories|Cables,,,,,,,,,,,,,
303,OfficeDepot,3130033,Technology|Networking & Cables|Cables|Cable Management,151363,Electronics|Electronics Accessories|Cable Management,,,,,,,,,,,,,
303,OfficeDepot,3130013,Technology|Data Storage & Media|Media|Backup Data Cartridges,151361,Electronics|Electronics Accessories|Blank Media|Computer Tapes,far,,,,,,,,,,,,
303,OfficeDepot,3130025,Technology|Data Storage & Media|Media|Tape Drive Media,151361,Electronics|Electronics Accessories|Blank Media|Computer Tapes,far,,,,,,,,,,,,
303,OfficeDepot,3129891,Technology|TVs & Home Theater|Television & Video Accessories|Recordable Video Tapes,151358,Electronics|Electronics Accessories|Blank Media|Blank Video Tapes,,,,,,,,,,,,,
303,OfficeDepot,3130748,Technology|Data Storage & Media|Media|DVD+R Printable Discs,151357,Electronics|Electronics Accessories|Blank Media|Blank DVDs,far,,,,,,,,,,,,
303,OfficeDepot,3130018,Technology|Data Storage & Media|Media|DVD+R Recordable Discs,151357,Electronics|Electronics Accessories|Blank Media|Blank DVDs,far,,,,,,,,,,,,
303,OfficeDepot,3130019,Technology|Data Storage & Media|Media|DVD+RW Rewritable Discs,151357,Electronics|Electronics Accessories|Blank Media|Blank DVDs,far,,,,,,,,,,,,
303,OfficeDepot,3130020,Technology|Data Storage & Media|Media|DVD-R Printable Discs,151357,Electronics|Electronics Accessories|Blank Media|Blank DVDs,far,,,,,,,,,,,,
303,OfficeDepot,3130021,Technology|Data Storage & Media|Media|DVD-R Recordable Discs,151357,Electronics|Electronics Accessories|Blank Media|Blank DVDs,far,,,,,,,,,,,,
303,OfficeDepot,3130022,Technology|Data Storage & Media|Media|DVD-RW Rewritable Discs,151357,Electronics|Electronics Accessories|Blank Media|Blank DVDs,far,,,,,,,,,,,,
303,OfficeDepot,3130015,Technology|Data Storage & Media|Media|CD-R Printable Discs,151356,Electronics|Electronics Accessories|Blank Media|Blank CDs,far,,,,,,,,,,,,
303,OfficeDepot,3130016,Technology|Data Storage & Media|Media|CD-R Recordable Discs,151356,Electronics|Electronics Accessories|Blank Media|Blank CDs,far,,,,,,,,,,,,
303,OfficeDepot,3130017,Technology|Data Storage & Media|Media|CD-RW Rewritable Discs,151356,Electronics|Electronics Accessories|Blank Media|Blank CDs,far,,,,,,,,,,,,
303,OfficeDepot,3130014,Technology|Data Storage & Media|Media|Blu-ray Discs,151355,Electronics|Electronics Accessories|Blank Media|Blank Blu-ray Discs,,,,,,,,,,,,,
303,OfficeDepot,3130844,Technology|Audio|Audio Accessories & Media|Audio Tapes,151353,Electronics|Electronics Accessories|Blank Media|Blank Audio Tapes,,,,,,,,,,,,,
303,OfficeDepot,3129657,Technology|Cameras & Camcorders|Camcorder Accessories|Camcorder Blank Discs & Tapes,151352,Electronics|Electronics Accessories|Blank Media,,,,,,,,,,,,,
303,OfficeDepot,3130012,Technology|Data Storage & Media|Media,151352,Electronics|Electronics Accessories|Blank Media,,,,,,,,,,,,,
303,OfficeDepot,3130564,Technology|TVs & Home Theater|Television & Video Accessories|TV Antennas,151351,Electronics|Electronics Accessories|Antennas|TV Antennas,,,,,,,,,,,,,
303,OfficeDepot,3130676,Technology|Audio|Audio Accessories & Media|Radio & Stereo Antennas,151348,Electronics|Electronics Accessories|Antennas,,,,,,,,,,,,,
303,OfficeDepot,3129616,School Supplies|Tech For Students|Computers & Tablets|Tablets,151339,Electronics|Computers|Tablet Computers,,,,,,,,,,,,,
303,OfficeDepot,3131891,Technology|Tablets & eReaders|LTE Tablets,151339,Electronics|Computers|Tablet Computers,near,,,,,,,,,,,,
303,OfficeDepot,3131892,Technology|Tablets & eReaders|LTE Tablets|LTE Tablets,151339,Electronics|Computers|Tablet Computers,near,,,,,,,,,,,,
303,OfficeDepot,3131893,Technology|Tablets & eReaders|Tablets,151339,Electronics|Computers|Tablet Computers,,,,,,,,,,,,,
303,OfficeDepot,3131894,Technology|Tablets & eReaders|Tablets|Tablets,151339,Electronics|Computers|Tablet Computers,,,,,,,,,,,,,
303,OfficeDepot,3131114,School Supplies|Tech For Students|Computers & Tablets|Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131864,Technology|Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131865,Technology|Laptops|2-in-1 Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131866,Technology|Laptops|2-in-1 Laptops|2-in-1 Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131867,Technology|Laptops|Chromebooks,151337,Electronics|Computers|Laptops,far,,,,,,,,,,,,
303,OfficeDepot,3131868,Technology|Laptops|Chromebooks|Chromebooks,151337,Electronics|Computers|Laptops,far,,,,,,,,,,,,
303,OfficeDepot,3131869,Technology|Laptops|Gaming Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131870,Technology|Laptops|Gaming Laptops|Gaming Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131871,Technology|Laptops|Laptop Computers,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131872,Technology|Laptops|Laptop Computers|Laptop Computers,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131873,Technology|Laptops|Refurbished Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131874,Technology|Laptops|Refurbished Laptops|Refurbished Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131875,Technology|Laptops|Rugged Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131876,Technology|Laptops|Rugged Laptops|Rugged Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131877,Technology|Laptops|Touch Screen Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131878,Technology|Laptops|Touch Screen Laptops|Touch Screen Laptops,151337,Electronics|Computers|Laptops,,,,,,,,,,,,,
303,OfficeDepot,3131879,Technology|Laptops|Ultrabooks,151337,Electronics|Computers|Laptops,far,,,,,,,,,,,,
303,OfficeDepot,3131880,Technology|Laptops|Ultrabooks|Ultrabooks,151337,Electronics|Computers|Laptops,far,,,,,,,,,,,,
303,OfficeDepot,3131889,Technology|Tablets & eReaders|eReaders,151334,Electronics|Computers|Handheld Devices|E-Book Readers,,,,,,,,,,,,,
303,OfficeDepot,3131890,Technology|Tablets & eReaders|eReaders|eReaders,151334,Electronics|Computers|Handheld Devices|E-Book Readers,,,,,,,,,,,,,
303,OfficeDepot,3129455,Technology|Office Machines|Mobile Computing,151332,Electronics|Computers|Handheld Devices,far,,,,,,,,,,,,
303,OfficeDepot,3129456,Technology|Office Machines|Mobile Computing|Handheld Terminals,151332,Electronics|Computers|Handheld Devices,,,,,,,,,,,,,
303,OfficeDepot,3131113,School Supplies|Tech For Students|Computers & Tablets|Desktop Computers,151331,Electronics|Computers|Desktop Computers,,,,,,,,,,,,,
303,OfficeDepot,3131853,Technology|Desktop Computers,151331,Electronics|Computers|Desktop Computers,,,,,,,,,,,,,
303,OfficeDepot,3131854,Technology|Desktop Computers|All-In-One Computers,151331,Electronics|Computers|Desktop Computers,near,,,,,,,,,,,,
303,OfficeDepot,3131855,Technology|Desktop Computers|All-In-One Computers|All-In-One Computers,151331,Electronics|Computers|Desktop Computers,near,,,,,,,,,,,,
303,OfficeDepot,3131858,Technology|Desktop Computers|Desktop PCs,151331,Electronics|Computers|Desktop Computers,,,,,,,,,,,,,
303,OfficeDepot,3131859,Technology|Desktop Computers|Desktop PCs|Desktop PCs,151331,Electronics|Computers|Desktop Computers,,,,,,,,,,,,,
303,OfficeDepot,3131897,Technology|Desktop Computers|Gaming Desktops,151331,Electronics|Computers|Desktop Computers,far,,,,,,,,,,,,
303,OfficeDepot,3131898,Technology|Desktop Computers|Gaming Desktops|Gaming Desktops,151331,Electronics|Computers|Desktop Computers,far,,,,,,,,,,,,
303,OfficeDepot,3131860,Technology|Desktop Computers|Mini PCs,151331,Electronics|Computers|Desktop Computers,far,,,,,,,,,,,,
303,OfficeDepot,3131861,Technology|Desktop Computers|Mini PCs|Mini PCs,151331,Electronics|Computers|Desktop Computers,far,,,,,,,,,,,,
303,OfficeDepot,3131862,Technology|Desktop Computers|Refurbished Desktop Computers,151331,Electronics|Computers|Desktop Computers,,,,,,,,,,,,,
303,OfficeDepot,3131863,Technology|Desktop Computers|Refurbished Desktop Computers|Refurbished Desktop Computers,151331,Electronics|Computers|Desktop Computers,,,,,,,,,,,,,
303,OfficeDepot,3129665,Technology|Servers & Thin Clients|Thin Clients,151331,Electronics|Computers|Desktop Computers,far,,,,,,,,,,,,
303,OfficeDepot,3129666,Technology|Servers & Thin Clients|Thin Clients|Thin Clients,151331,Electronics|Computers|Desktop Computers,far,,,,,,,,,,,,
303,OfficeDepot,3129662,Technology|Networking & Cables|Terminal Servers,151330,Electronics|Computers|Computer Servers,near,,,,,,,,,,,,
303,OfficeDepot,3129663,Technology|Networking & Cables|Terminal Servers|Terminal Servers,151330,Electronics|Computers|Computer Servers,near,,,,,,,,,,,,
303,OfficeDepot,3131884,Technology|Servers & Thin Clients|Rack-Mount LCD & Keyboard Servers,151330,Electronics|Computers|Computer Servers,,,,,,,,,,,,,
303,OfficeDepot,3131885,Technology|Servers & Thin Clients|Rack-Mount LCD & Keyboard Servers|Rack-Mount LCD & Keyboard Servers,151330,Electronics|Computers|Computer Servers,,,,,,,,,,,,,
303,OfficeDepot,3131886,Technology|Servers & Thin Clients|x86 Based Servers,151330,Electronics|Computers|Computer Servers,near,,,,,,,,,,,,
303,OfficeDepot,3131887,Technology|Servers & Thin Clients|x86 Based Servers|x86 Based Servers,151330,Electronics|Computers|Computer Servers,near,,,,,,,,,,,,
303,OfficeDepot,3130002,Technology|Computer Parts & Upgrades|Video & Sound Cards|Video Cards,151329,Electronics|Computers|Computer Components|Video Cards,,,,,,,,,,,,,
303,OfficeDepot,3130053,"Technology|Networking & Cables|USB Hubs, Adapters & Switches",151328,Electronics|Computers|Computer Components|USB & FireWire Hubs,,,,,,,,,,,,,
303,OfficeDepot,3130054,"Technology|Networking & Cables|USB Hubs, Adapters & Switches|USB Hubs, Adapters & Switches",151328,Electronics|Computers|Computer Components|USB & FireWire Hubs,,,,,,,,,,,,,
303,OfficeDepot,3129954,Technology|Cameras & Camcorders|Memory Cards & Memory Card Readers|Memory Stick,151326,Electronics|Computers|Computer Components|Storage Devices|USB Flash Drives,far,,,,,,,,,,,,
303,OfficeDepot,3130026,Technology|Data Storage & Media|Portable Flash Drives,151326,Electronics|Computers|Computer Components|Storage Devices|USB Flash Drives,,,,,,,,,,,,,
303,OfficeDepot,3130027,Technology|Data Storage & Media|Portable Flash Drives|Portable Flash Drives,151326,Electronics|Computers|Computer Components|Storage Devices|USB Flash Drives,,,,,,,,,,,,,
303,OfficeDepot,3130574,Technology|Data Storage & Media|Tape Automation & Drives,151325,Electronics|Computers|Computer Components|Storage Devices|Tape Drives,,,,,,,,,,,,,
303,OfficeDepot,3130585,Technology|Data Storage & Media|Tape Automation & Drives|Tape Automation Drives,151325,Electronics|Computers|Computer Components|Storage Devices|Tape Drives,,,,,,,,,,,,,
303,OfficeDepot,3130714,Technology|Data Storage & Media|Tape Automation & Drives|Tape Drives,151325,Electronics|Computers|Computer Components|Storage Devices|Tape Drives,,,,,,,,,,,,,
303,OfficeDepot,3130010,Technology|Data Storage & Media|Hard Drive & Flash Drive Accessories,151319,Electronics|Computers|Computer Components|Storage Devices|Storage Drive Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130011,Technology|Data Storage & Media|Hard Drive & Flash Drive Accessories|Hard Drive & Flash Drive Accessories,151319,Electronics|Computers|Computer Components|Storage Devices|Storage Drive Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130572,Technology|Data Storage & Media|CD/DVD/Floppy Drives|Blu-ray Drives,151315,Electronics|Computers|Computer Components|Storage Devices|Optical Drives,near,,,,,,,,,,,,
303,OfficeDepot,3130005,Technology|Data Storage & Media|CD/DVD/Floppy Drives|External CD & DVD Drives,151315,Electronics|Computers|Computer Components|Storage Devices|Optical Drives,,,,,,,,,,,,,
303,OfficeDepot,3130573,Technology|Data Storage & Media|CD/DVD/Floppy Drives|Internal CD & DVD Drives,151315,Electronics|Computers|Computer Components|Storage Devices|Optical Drives,,,,,,,,,,,,,
303,OfficeDepot,3131359,Technology|Data Storage & Media|Hard Drives|Cloud Storage Drives,151312,Electronics|Computers|Computer Components|Storage Devices|Network Storage Systems,near,,,,,,,,,,,,
303,OfficeDepot,3131363,Technology|Data Storage & Media|Hard Drives|NAS (Network-Attached Storage),151312,Electronics|Computers|Computer Components|Storage Devices|Network Storage Systems,,,,,,,,,,,,,
303,OfficeDepot,3131364,Technology|Data Storage & Media|Hard Drives|Solid-State Drives,151311,Electronics|Computers|Computer Components|Storage Devices|Hard Drives|XBox 360 Hard Drives,near,,,,,,,,,,,,
303,OfficeDepot,3131358,Technology|Data Storage & Media|Hard Drives,151309,Electronics|Computers|Computer Components|Storage Devices|Hard Drives,,,,,,,,,,,,,
303,OfficeDepot,3131360,Technology|Data Storage & Media|Hard Drives|External Hard Drives,151309,Electronics|Computers|Computer Components|Storage Devices|Hard Drives,,,,,,,,,,,,,
303,OfficeDepot,3131361,Technology|Data Storage & Media|Hard Drives|Internal Hard Drives,151309,Electronics|Computers|Computer Components|Storage Devices|Hard Drives,,,,,,,,,,,,,
303,OfficeDepot,3131362,Technology|Data Storage & Media|Hard Drives|Mac Hard Drives,151309,Electronics|Computers|Computer Components|Storage Devices|Hard Drives,,,,,,,,,,,,,
303,OfficeDepot,3130751,Technology|Data Storage & Media|CD/DVD/Floppy Drives|Floppy Disk Drives,151308,Electronics|Computers|Computer Components|Storage Devices|Floppy Drives,,,,,,,,,,,,,
303,OfficeDepot,3130006,Technology|Data Storage & Media|Duplicators Disk/Hardware,151304,Electronics|Computers|Computer Components|Storage Devices|Disk Duplicators,,,,,,,,,,,,,
303,OfficeDepot,3130007,Technology|Data Storage & Media|Duplicators Disk/Hardware|Duplicators Disk/Hardware,151304,Electronics|Computers|Computer Components|Storage Devices|Disk Duplicators,,,,,,,,,,,,,
303,OfficeDepot,3130003,Technology|Data Storage & Media,151302,Electronics|Computers|Computer Components|Storage Devices,near,,,,,,,,,,,,
303,OfficeDepot,3130004,Technology|Data Storage & Media|CD/DVD/Floppy Drives,151302,Electronics|Computers|Computer Components|Storage Devices,far,,,,,,,,,,,,
303,OfficeDepot,3129991,Technology|Computer Parts & Upgrades|Power Supplies,151301,Electronics|Computers|Computer Components|Power Supplies,,,,,,,,,,,,,
303,OfficeDepot,3130571,Technology|Computer Parts & Upgrades|Power Supplies|Internal PC Power Supplies,151301,Electronics|Computers|Computer Components|Power Supplies,,,,,,,,,,,,,
303,OfficeDepot,3130191,Technology|Computer Parts & Upgrades|Power Supplies|Power Distribution Units (PDUs),151301,Electronics|Computers|Computer Components|Power Supplies,,,,,,,,,,,,,
303,OfficeDepot,3130192,Technology|Computer Parts & Upgrades|Power Supplies|Power Injectors & Splitters,151301,Electronics|Computers|Computer Components|Power Supplies,,,,,,,,,,,,,
303,OfficeDepot,3130198,Technology|Computer Parts & Upgrades|Power Supplies|Power Tips,151301,Electronics|Computers|Computer Components|Power Supplies,near,,,,,,,,,,,,
303,OfficeDepot,3130836,Technology|Computer Parts & Upgrades|Power Supplies|Redundant Power Supplies,151301,Electronics|Computers|Computer Components|Power Supplies,,,,,,,,,,,,,
303,OfficeDepot,3130749,Technology|Computer Parts & Upgrades|Motherboards,151299,Electronics|Computers|Computer Components|Motherboards,,,,,,,,,,,,,
303,OfficeDepot,3130750,Technology|Computer Parts & Upgrades|Motherboards|Motherboards,151299,Electronics|Computers|Computer Components|Motherboards,,,,,,,,,,,,,
303,OfficeDepot,3131850,Technology|Computer & Tablet Accessories|Keyboards|Keypads,151292,Electronics|Computers|Computer Components|Input Devices|Numeric Keypads,,,,,,,,,,,,,
303,OfficeDepot,3129967,Technology|Computer & Tablet Accessories|Mice,151291,Electronics|Computers|Computer Components|Input Devices|Mice & Trackballs,,,,,,,,,,,,,
303,OfficeDepot,3129968,Technology|Computer & Tablet Accessories|Mice|Mice,151291,Electronics|Computers|Computer Components|Input Devices|Mice & Trackballs,,,,,,,,,,,,,
303,OfficeDepot,3129953,Technology|Cameras & Camcorders|Memory Cards & Memory Card Readers|Memory Card Readers & Adapters,151290,Electronics|Computers|Computer Components|Input Devices|Memory Card Readers,,,,,,,,,,,,,
303,OfficeDepot,3130040,Technology|Networking & Cables|KVM Switches & Accessories,151289,Electronics|Computers|Computer Components|Input Devices|KVM Switches,,,,,,,,,,,,,
303,OfficeDepot,3130041,Technology|Networking & Cables|KVM Switches & Accessories|Desktop KVM/KVM Switches,151289,Electronics|Computers|Computer Components|Input Devices|KVM Switches,,,,,,,,,,,,,
303,OfficeDepot,3130576,Technology|Networking & Cables|KVM Switches & Accessories|KVM Modules,151289,Electronics|Computers|Computer Components|Input Devices|KVM Switches,near,,,,,,,,,,,,
303,OfficeDepot,3131842,Technology|Computer & Tablet Accessories|Graphic Tablets & Touchpads,151288,Electronics|Computers|Computer Components|Input Devices|Graphics Tablets,,,,,,,,,,,,,
303,OfficeDepot,3131843,Technology|Computer & Tablet Accessories|Graphic Tablets & Touchpads|Graphic Tablets & Touchpads,151288,Electronics|Computers|Computer Components|Input Devices|Graphics Tablets,,,,,,,,,,,,,
303,OfficeDepot,3130651,Technology|Gaming Systems|PC Games Accessories|PC Gaming Controllers & Mice,151286,Electronics|Computers|Computer Components|Input Devices|Game Controllers,,,,,,,,,,,,,
303,OfficeDepot,3131844,Technology|Computer & Tablet Accessories|Keyboards,151283,Electronics|Computers|Computer Components|Input Devices|Computer Keyboards,,,,,,,,,,,,,
303,OfficeDepot,3131845,Technology|Computer & Tablet Accessories|Keyboards|Bluetooth Keyboards,151283,Electronics|Computers|Computer Components|Input Devices|Computer Keyboards,near,,,,,,,,,,,,
303,OfficeDepot,3131846,Technology|Computer & Tablet Accessories|Keyboards|Ergonomic Keyboards,151283,Electronics|Computers|Computer Components|Input Devices|Computer Keyboards,near,,,,,,,,,,,,
303,OfficeDepot,3131847,Technology|Computer & Tablet Accessories|Keyboards|Gaming Keyboards,151283,Electronics|Computers|Computer Components|Input Devices|Computer Keyboards,near,,,,,,,,,,,,
303,OfficeDepot,3131851,Technology|Computer & Tablet Accessories|Keyboards|Wired Keyboards,151283,Electronics|Computers|Computer Components|Input Devices|Computer Keyboards,,,,,,,,,,,,,
303,OfficeDepot,3131852,Technology|Computer & Tablet Accessories|Keyboards|Wireless Keyboards,151283,Electronics|Computers|Computer Components|Input Devices|Computer Keyboards,near,,,,,,,,,,,,
303,OfficeDepot,3130211,Technology|Computer & Tablet Accessories|Tablet Accessories|Tablet Keyboards,151283,Electronics|Computers|Computer Components|Input Devices|Computer Keyboards,,,,,,,,,,,,,
303,OfficeDepot,3131111,School Supplies|Tech For Students|Computer & Tablet Accessories|Keyboards & Mice,151281,Electronics|Computers|Computer Components|Input Devices,far,,,,,,,,,,,,
303,OfficeDepot,3131848,Technology|Computer & Tablet Accessories|Keyboards|Keyboard & Mouse Combos,151281,Electronics|Computers|Computer Components|Input Devices,far,,,,,,,,,,,,
303,OfficeDepot,3129969,Technology|Computer & Tablet Accessories|Mice|Keyboard & Mouse Combos,151281,Electronics|Computers|Computer Components|Input Devices,far,,,,,,,,,,,,
303,OfficeDepot,3129996,Technology|Computer Parts & Upgrades|PCI Cards,151276,Electronics|Computers|Computer Components|I/O Cards,,,,,,,,,,,,,
303,OfficeDepot,3129997,Technology|Computer Parts & Upgrades|PCI Cards|PCI Cards,151276,Electronics|Computers|Computer Components|I/O Cards,,,,,,,,,,,,,
303,OfficeDepot,3129988,Technology|Computer Parts & Upgrades|Computer Cooling,151275,Electronics|Computers|Computer Components|Computer System Cooling,,,,,,,,,,,,,
303,OfficeDepot,3129989,Technology|Computer Parts & Upgrades|Computer Cooling|Computer Fans,151275,Electronics|Computers|Computer Components|Computer System Cooling,,,,,,,,,,,,,
303,OfficeDepot,3129990,Technology|Computer Parts & Upgrades|Computer Cooling|Heatsinks,151275,Electronics|Computers|Computer Components|Computer System Cooling,far,,,,,,,,,,,,
303,OfficeDepot,3130764,Technology|Computer Parts & Upgrades|Processors,151272,Electronics|Computers|Computer Components|Computer Processors,,,,,,,,,,,,,
303,OfficeDepot,3130765,Technology|Computer Parts & Upgrades|Processors|Processors,151272,Electronics|Computers|Computer Components|Computer Processors,,,,,,,,,,,,,
303,OfficeDepot,3129986,Technology|Computer Parts & Upgrades|Computer Cases/Enclosures,151271,Electronics|Computers|Computer Components|Computer Cases,,,,,,,,,,,,,
303,OfficeDepot,3129987,Technology|Computer Parts & Upgrades|Computer Cases/Enclosures|Computer Cases/Enclosures,151271,Electronics|Computers|Computer Components|Computer Cases,,,,,,,,,,,,,
303,OfficeDepot,3130001,Technology|Computer Parts & Upgrades|Video & Sound Cards|Sound Cards,151270,Electronics|Computers|Computer Components|Audio Cards,,,,,,,,,,,,,
303,OfficeDepot,3130188,Technology|Computer & Tablet Accessories|Server Accessories,151269,Electronics|Computers|Computer Components,far,,,,,,,,,,,,
303,OfficeDepot,3130189,Technology|Computer & Tablet Accessories|Server Accessories|Server Connector Faceplates,151269,Electronics|Computers|Computer Components,far,,,,,,,,,,,,
303,OfficeDepot,3130190,Technology|Computer & Tablet Accessories|Server Accessories|Server Racks/Mounts,151269,Electronics|Computers|Computer Components,far,,,,,,,,,,,,
303,OfficeDepot,3129985,Technology|Computer Parts & Upgrades,151269,Electronics|Computers|Computer Components,near,,,,,,,,,,,,
303,OfficeDepot,3130000,Technology|Computer Parts & Upgrades|Video & Sound Cards,151269,Electronics|Computers|Computer Components,far,,,,,,,,,,,,
303,OfficeDepot,3130212,Technology|Computer & Tablet Accessories|Tablet Accessories|Tablet Stands & Holders,151268,Electronics|Computers|Computer Accessories|Tablet Computer Accessories|Tablet Computer Stands,,,,,,,,,,,,,
303,OfficeDepot,3129668,Private Brand|Computer & Tablet Accessories|Accessories for iPad,151267,Electronics|Computers|Computer Accessories|Tablet Computer Accessories,near,,,,,,,,,,,,
303,OfficeDepot,3129669,Private Brand|Computer & Tablet Accessories|Accessories for iPad|Chargers & Adapters for iPad,151267,Electronics|Computers|Computer Accessories|Tablet Computer Accessories,far,,,,,,,,,,,,
303,OfficeDepot,3131811,Private Brand|Computer & Tablet Accessories|Tablet Accessories,151267,Electronics|Computers|Computer Accessories|Tablet Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3131105,School Supplies|Tech For Students|Computer & Tablet Accessories|Tablet Accessories,151267,Electronics|Computers|Computer Accessories|Tablet Computer Accessories,,,,,,,,,,,,,
303,OfficeDepot,3130643,Technology|Computer & Tablet Accessories|Accessories for iPad,151267,Electronics|Computers|Computer Accessories|Tablet Computer Accessories,near,,,,,,,,,,,,
